job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
7461,Ethical Hacker,"penetration testing, penetration testing, wireless security",Abbottabad,Masters,4,Full-time,Remote,"Problem Solving, Adaptability, Teamwork",429
7462,AI Engineer,"artificial intelligence, computer vision, neural network",Rawalpindi,PhD,14,Full-time,Remote,Communication,119
7463,Cybersecurity Analyst,"vulnerability assessment, IDPS, penetration testing, malware analysis, vulnerability assessment",Bahawalpur,PhD,7,Full-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability",159
7464,Big Data Engineer,"MapReduce, Hadoop, MapReduce",Abbottabad,Intermediate,0,Part-time,Remote,Adaptability,117
7465,Security Architect,"security architecture, identity and access management, encryption standards, identity and access management",Karachi,PhD,14,Contract,Onsite,Problem Solving,29
7466,Security Architect,"threat modeling, identity and access management, network security design, identity and access management, security governance, identity and access management",Hyderabad,PhD,18,Full-time,Remote,"Communication, Problem Solving, Adaptability",130
7467,Backend Developer,"MERN, JavaScript, JavaScript",Gujranwala,PhD,11,Part-time,Onsite,"Communication, Adaptability",355
7468,Game Developer,"development, game, C#, Unreal Engine, 3D modeling, C++",Rawalpindi,Intermediate,0,Internship,Remote,"Adaptability, Communication, Problem Solving",410
7469,Backend Developer,"MERN, .net, JavaScript",Rawalpindi,Masters,2,Contract,Remote,Adaptability,144
7470,IT Project Manager,"MS Project, MS Project, PMP, agile, MS Project",Karachi,Bachelors,5,Part-time,Remote,"Communication, Problem Solving, Teamwork, Adaptability",416
7471,IT Support Specialist,"IT, helpdesk, troubleshooting",Lahore,Masters,9,Contract,Onsite,Adaptability,7
7472,IT Consultant,"consulting, strategy, analysis, ITIL, consulting",Sukkur,Masters,1,Contract,Remote,"Teamwork, Adaptability, Communication",159
7473,Quality Assurance Engineer,"testing, testing, QA, JUnit, J metre, Appium",Karachi,Intermediate,2,Contract,Remote,"Teamwork, Adaptability",338
7474,Blockchain Developer,"ethereum, ethereum, smart contract",Multan,PhD,11,Contract,Remote,"Teamwork, Problem Solving, Adaptability",93
7475,Quality Assurance Engineer,"Appium, automation, Appium, pytest, JUnit",Gujranwala,Bachelors,0,Contract,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",376
7476,Ethical Hacker,"web application security, exploit development, threat modeling, vulnerability assessment, wireless security",Abbottabad,PhD,14,Part-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving",20
7477,IT Project Manager,"agile, agile, PMP",Multan,Bachelors,0,Part-time,Remote,Adaptability,66
7478,Ethical Hacker,"social engineering, wireless security, vulnerability assessment, social engineering, wireless security, social engineering",Multan,Intermediate,0,Internship,Remote,Adaptability,23
7479,AI Engineer,"artificial intelligence, generative AI, deep learning, computer vision, computer vision",Faisalabad,PhD,10,Part-time,Remote,"Teamwork, Adaptability",129
7480,Cybersecurity Analyst,"cryptography, risk assessment, risk assessment, risk assessment, incident response",Multan,PhD,11,Contract,Remote,"Problem Solving, Adaptability, Teamwork",238
7481,System Administrator,"administration, Linux, administration, security",Gujranwala,Masters,9,Part-time,Onsite,"Communication, Adaptability, Problem Solving, Teamwork",268
7482,IT Project Manager,"PMP, scrum, agile",Lahore,PhD,4,Part-time,Remote,"Problem Solving, Communication, Teamwork",334
7483,Computer Vision Engineer,"CNN, image processing, CNN, image processing, CNN, object detection",Multan,Bachelors,1,Contract,Onsite,"Teamwork, Adaptability, Communication",229
7484,Cybersecurity Analyst,"risk assessment, IDPS, penetration testing, penetration testing",Hyderabad,PhD,10,Part-time,Remote,Adaptability,27
7485,Big Data Engineer,"big data, Hadoop, Spark, big data, MapReduce, Scala",Bahawalpur,Intermediate,2,Full-time,Onsite,"Teamwork, Communication, Adaptability",107
7486,Database Administrator,"database, NoSQL, MySQL, SQL, PostgreSQL, NoSQL",Gujranwala,Masters,9,Part-time,Remote,"Adaptability, Communication",397
7487,Cybersecurity Analyst,"incident response, IDPS, cryptography, penetration testing",Quetta,Intermediate,1,Internship,Onsite,Teamwork,93
7488,Data Scientist,"data, analytics, machine learning, R",Sialkot,Bachelors,5,Full-time,Onsite,Problem Solving,439
7489,Machine Learning Engineer,"artificial intelligence, artificial intelligence, neural network, artificial intelligence, artificial intelligence, deep learning",Rawalpindi,Bachelors,5,Part-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",21
7490,Frontend Developer,"backend, HTML, PHP, PHP, MERN, HTML",Hyderabad,PhD,12,Full-time,Remote,"Teamwork, Problem Solving, Adaptability",54
7491,Security Architect,"security governance, network security design, threat modeling",Peshawar,Intermediate,0,Contract,Onsite,"Teamwork, Problem Solving, Communication",485
7492,Quality Assurance Engineer,"pytest, pytest, Postman, pytest, QA",Sialkot,Intermediate,2,Full-time,Remote,"Problem Solving, Communication, Adaptability",310
7493,Web Developer,"PHP, frontend, CSS",Faisalabad,Bachelors,2,Contract,Onsite,"Communication, Teamwork, Problem Solving, Adaptability",304
7494,Network Administrator,"network troubleshooting, wireless networking, wireless networking",Multan,Intermediate,2,Contract,Remote,Problem Solving,155
7495,Software Engineer,"programming, data structure, Java, algorithm, algorithm, coding",Hyderabad,Bachelors,3,Part-time,Onsite,"Communication, Teamwork, Adaptability",461
7496,UI/UX Designer,"Figma, Adobe XD, UX, Sketch, UX, UI",Nawabshah,PhD,3,Contract,Remote,Problem Solving,234
7497,AI Engineer,"machine learning, computer vision, deep learning, artificial intelligence, computer vision, deep learning",Multan,Intermediate,0,Full-time,Onsite,Adaptability,123
7498,Machine Learning Engineer,"artificial intelligence, computer vision, artificial intelligence, neural network",Bahawalpur,Masters,7,Full-time,Onsite,"Problem Solving, Teamwork, Adaptability",294
7499,DevOps Engineer,"automation, Docker, automation, linuxCI/CD, linuxCI/CD, DevOps",Rawalpindi,Bachelors,4,Full-time,Remote,Communication,205
7500,AI Engineer,"artificial intelligence, generative AI, deep learning, neural network",Lahore,PhD,1,Full-time,Onsite,Adaptability,296
7501,Frontend Developer,"HTML, JavaScript, CSS, backend",Nawabshah,Intermediate,2,Part-time,Onsite,"Teamwork, Adaptability",224
7502,Backend Developer,"frontend, MERN, CSS, .net, .net",Lahore,Masters,5,Full-time,Remote,"Teamwork, Problem Solving, Communication",438
7503,Database Administrator,"SQL, database, SQL, MySQL, MySQL",Gujranwala,PhD,11,Contract,Onsite,"Communication, Teamwork, Adaptability, Problem Solving",266
7504,IT Project Manager,"scrum, agile, MS Project, PMP, PMP",Multan,Masters,0,Full-time,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",354
7505,Software Engineer,"C#, Java, C#, algorithm",Multan,Masters,8,Contract,Onsite,"Teamwork, Adaptability",144
7506,Database Administrator,"database, NoSQL, SQL",Sialkot,Bachelors,0,Part-time,Onsite,"Problem Solving, Adaptability, Teamwork, Communication",358
7507,Quality Assurance Engineer,"testing, JUnit, testing",Gujranwala,Intermediate,2,Contract,Remote,Teamwork,466
7508,Software Engineer,"C#, Java, software, C#, Java, software",Sukkur,Masters,5,Part-time,Remote,"Problem Solving, Teamwork, Adaptability, Communication",193
7509,System Administrator,"administration, networking, security, system, Linux, security",Abbottabad,Masters,5,Part-time,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",416
7510,System Administrator,"networking, administration, security, networking",Islamabad,PhD,19,Full-time,Onsite,"Problem Solving, Teamwork, Adaptability, Communication",20
7511,Software Engineer,"C#, programming, C#",Islamabad,PhD,12,Contract,Remote,"Adaptability, Teamwork",5
7512,IT Support Specialist,"troubleshooting, IT, ticketing, helpdesk, troubleshooting",Quetta,Bachelors,1,Internship,Remote,"Communication, Problem Solving, Adaptability",335
7513,Database Administrator,"SQL, NoSQL, MySQL",Sukkur,Bachelors,2,Contract,Onsite,"Adaptability, Teamwork",56
7514,Data Scientist,"statistics, statistics, data, python, statistics",Quetta,PhD,14,Contract,Remote,"Communication, Adaptability",319
7515,AI Engineer,"machine learning, machine learning, computer vision, computer vision, NLP, deep learning",Peshawar,Intermediate,2,Contract,Onsite,"Adaptability, Teamwork, Communication",212
7516,System Administrator,"Linux, security, networking, networking, administration",Quetta,PhD,19,Part-time,Onsite,"Communication, Teamwork, Adaptability",307
7517,Security Architect,"encryption standards, security protocols, security governance, network security design, security governance, security risk assessment",Quetta,Masters,6,Part-time,Remote,"Communication, Adaptability, Problem Solving",467
7518,AI Engineer,"computer vision, machine learning, computer vision, NLP",Multan,Bachelors,0,Full-time,Onsite,Adaptability,168
7519,Security Architect,"network security design, security protocols, threat modeling, identity and access management, security protocols, security protocols",Gujranwala,PhD,13,Full-time,Onsite,"Adaptability, Teamwork, Communication",35
7520,Business Analyst,"stakeholder management, stakeholder management, stakeholder management, analysis, business",Nawabshah,Bachelors,2,Part-time,Onsite,Adaptability,362
7521,System Administrator,"security, system, system",Hyderabad,Masters,7,Full-time,Onsite,"Teamwork, Problem Solving, Adaptability",214
7522,IT Support Specialist,"helpdesk, support, support, helpdesk, helpdesk",Rawalpindi,Masters,9,Full-time,Remote,"Teamwork, Communication",156
7523,Cybersecurity Analyst,"vulnerability assessment, malware analysis, vulnerability assessment",Multan,Intermediate,1,Contract,Remote,"Problem Solving, Communication, Adaptability, Teamwork",194
7524,Quality Assurance Engineer,"Selenium, Selenium, Selenium, testing",Faisalabad,Intermediate,0,Contract,Onsite,"Communication, Problem Solving, Adaptability",66
7525,UI/UX Designer,"Adobe XD, Figma, Adobe XD, Sketch",Gujranwala,PhD,3,Contract,Remote,"Communication, Adaptability, Problem Solving",307
7526,Data Scientist,"python, machine learning, data, machine learning",Abbottabad,PhD,19,Part-time,Onsite,"Adaptability, Teamwork, Problem Solving",360
7527,IT Support Specialist,"troubleshooting, customer service, IT, ticketing, customer service",Sukkur,Masters,7,Full-time,Remote,"Communication, Problem Solving",240
7528,Cloud Engineer,"IaC, Azure, AWS, IaC",Hyderabad,Bachelors,1,Part-time,Remote,Adaptability,257
7529,Business Analyst,"business, process improvement, process improvement, process improvement, requirements gathering, stakeholder management",Peshawar,Bachelors,0,Part-time,Onsite,"Communication, Adaptability, Teamwork",423
7530,Backend Developer,"PHP, frontend, MERN, MERN, PHP, backend",Bahawalpur,Bachelors,1,Contract,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",45
7531,Quality Assurance Engineer,"Postman, testing, QA, QA, QA, QA",Abbottabad,PhD,6,Full-time,Onsite,"Communication, Teamwork, Problem Solving, Adaptability",248
7532,Data Scientist,"machine learning, statistics, analytics, data",Multan,PhD,7,Part-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork",36
7533,Backend Developer,"backend, CSS, HTML, PHP, MERN, JavaScript",Karachi,Masters,7,Full-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",42
7534,UI/UX Designer,"Adobe XD, Sketch, Sketch",Bahawalpur,Intermediate,2,Part-time,Remote,"Adaptability, Communication, Problem Solving, Teamwork",282
7535,Frontend Developer,"backend, backend, backend, HTML",Hyderabad,Bachelors,4,Contract,Onsite,"Adaptability, Communication, Teamwork",375
7536,DevOps Engineer,"Ansible, DevOps, linuxCI/CD, Kubernetes, DevOps, DevOps",Nawabshah,Bachelors,0,Full-time,Onsite,"Communication, Adaptability, Problem Solving, Teamwork",408
7537,Network Administrator,"VPN, VPN, VPN, DNS",Bahawalpur,Intermediate,1,Internship,Onsite,"Adaptability, Communication, Teamwork",406
7538,Frontend Developer,"JavaScript, .net, CSS",Peshawar,PhD,7,Full-time,Onsite,"Adaptability, Teamwork",481
7539,AI Engineer,"machine learning, computer vision, deep learning, artificial intelligence, artificial intelligence, NLP",Peshawar,Bachelors,1,Internship,Remote,"Teamwork, Communication, Adaptability, Problem Solving",212
7540,Software Engineer,"programming, C#, coding, software",Karachi,Bachelors,1,Part-time,Onsite,"Communication, Problem Solving, Teamwork, Adaptability",186
7541,Data Scientist,"data, analytics, data, machine learning, statistics, analytics",Islamabad,Masters,3,Part-time,Onsite,"Communication, Teamwork",70
7542,Software Engineer,"algorithm, C#, coding, software",Peshawar,PhD,15,Part-time,Onsite,"Teamwork, Communication",200
7543,Frontend Developer,"MERN, frontend, .net, PHP",Faisalabad,PhD,5,Part-time,Onsite,Teamwork,137
7544,Big Data Engineer,"Scala, Hadoop, Hadoop",Faisalabad,Bachelors,1,Part-time,Onsite,"Adaptability, Communication, Teamwork",357
7545,Software Engineer,"Java, algorithm, algorithm",Islamabad,Intermediate,0,Part-time,Remote,"Problem Solving, Teamwork, Adaptability",413
7546,Frontend Developer,"PHP, frontend, frontend, JavaScript, backend, CSS",Quetta,Bachelors,3,Part-time,Onsite,"Adaptability, Communication, Teamwork",121
7547,Cloud Engineer,"VPC, IaC, AWS, Google Cloud, Google Cloud, VPC",Peshawar,PhD,18,Contract,Remote,"Communication, Teamwork",371
7548,Web Developer,"JavaScript, PHP, MERN, PHP, .net",Nawabshah,Masters,9,Contract,Remote,"Problem Solving, Adaptability, Communication, Teamwork",217
7549,Computer Vision Engineer,"OpenCV, object detection, CNN, image processing, OpenCV",Nawabshah,Bachelors,4,Part-time,Onsite,Problem Solving,102
7550,Cloud Engineer,"EC2, IaC, Google Cloud, VPC, AWS",Peshawar,Masters,3,Part-time,Onsite,"Problem Solving, Teamwork, Adaptability",403
7551,DevOps Engineer,"Kubernetes, Docker, linuxCI/CD, Kubernetes",Sukkur,Bachelors,0,Internship,Remote,Teamwork,187
7552,Business Analyst,"analysis, stakeholder management, process improvement, stakeholder management",Bahawalpur,PhD,19,Part-time,Remote,"Adaptability, Problem Solving, Communication, Teamwork",429
7553,Software Engineer,"software, programming, Java, algorithm, algorithm, data structure",Faisalabad,Intermediate,0,Part-time,Onsite,"Adaptability, Communication",213
7554,IT Support Specialist,"troubleshooting, helpdesk, IT, support, IT",Gujranwala,Intermediate,0,Part-time,Onsite,Teamwork,376
7555,Game Developer,"C++, game, Unity",Nawabshah,PhD,8,Contract,Remote,"Teamwork, Adaptability, Communication",242
7556,Web Developer,"PHP, .net, CSS, CSS, CSS",Sukkur,Bachelors,2,Full-time,Onsite,Communication,138
7557,AI Engineer,"machine learning, neural network, deep learning, artificial intelligence, machine learning",Multan,Bachelors,4,Part-time,Onsite,Adaptability,391
7558,Security Architect,"security protocols, identity and access management, encryption standards, identity and access management, security architecture, security protocols",Hyderabad,Intermediate,2,Contract,Remote,"Adaptability, Problem Solving",63
7559,Blockchain Developer,"solidity, blockchain, hyperledger, hyperledger, ethereum",Hyderabad,PhD,3,Contract,Onsite,"Teamwork, Problem Solving, Adaptability",470
